Region,Province,Type_of_consumer,Year, User , KWh 
ภาคกลาง,ชัยนาท,สูบน้ำเพื่อการเกษตร,2560, 22 ," 2,260,964 "
ภาคกลาง,ชัยนาท,สูบน้ำเพื่อการเกษตร,2561, 24 ," 3,600,593 "
ภาคกลาง,ชัยนาท,สูบน้ำเพื่อการเกษตร,2562, 29 ," 4,337,568 "
ภาคกลาง,ชัยนาท,สูบน้ำเพื่อการเกษตร,2563, 32 ," 2,479,738 "
ภาคกลาง,ชัยนาท,สูบน้ำเพื่อการเกษตร,2564, 31 ," 2,693,504 "
ภาคกลาง,ชัยนาท,สูบน้ำเพื่อการเกษตร,2565, 30 ," 2,755,269 "
ภาคกลาง,ชัยนาท,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2556, 1 ," 339,434 "
ภาคกลาง,ชัยนาท,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2557, 5 , 1 
ภาคกลาง,ชัยนาท,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2558, - , - 
ภาคกลาง,ชัยนาท,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2559, - , - 
ภาคกลาง,ชัยนาท,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2560, - , - 
ภาคกลาง,ชัยนาท,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2561, - , - 
ภาคกลาง,ชัยนาท,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2562, - , - 
ภาคกลาง,ชัยนาท,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2563, - , - 
ภาคกลาง,ชัยนาท,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2564, - , - 
ภาคกลาง,ชัยนาท,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2565, - , - 
ภาคกลาง,ชัยนาท,ไฟชั่วคราว,2556," 1,384 "," 2,741,968 "
ภาคกลาง,ชัยนาท,ไฟชั่วคราว,2557," 1,432 "," 2,631,356 "
ภาคกลาง,ชัยนาท,ไฟชั่วคราว,2558," 1,510 "," 2,877,034 "
ภาคกลาง,ชัยนาท,ไฟชั่วคราว,2559," 1,622 "," 3,753,890 "
ภาคกลาง,ชัยนาท,ไฟชั่วคราว,2560," 1,792 "," 4,555,741 "
ภาคกลาง,ชัยนาท,ไฟชั่วคราว,2561," 2,063 "," 2,870,044 "
ภาคกลาง,ชัยนาท,ไฟชั่วคราว,2562," 2,172 "," 2,794,960 "
ภาคกลาง,ชัยนาท,ไฟชั่วคราว,2563," 2,255 "," 7,356,718 "
ภาคกลาง,ชัยนาท,ไฟชั่วคราว,2564," 2,355 "," 8,008,085 "
ภาคกลาง,ชัยนาท,ไฟชั่วคราว,2565," 2,444 "," 2,563,795 "
ภาคกลาง,ชัยนาท,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2556, - , - 
ภาคกลาง,ชัยนาท,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2557, - , - 
ภาคกลาง,ชัยนาท,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2558, - , - 
ภาคกลาง,ชัยนาท,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2559, - , - 
ภาคกลาง,ชัยนาท,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2560, - , - 
ภาคกลาง,ชัยนาท,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2561, - , - 
ภาคกลาง,ชัยนาท,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2562, - , - 
ภาคกลาง,ชัยนาท,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2563, - , - 
ภาคกลาง,ชัยนาท,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2564, - , - 
ภาคกลาง,ชัยนาท,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2565, - , - 
ภาคกลาง,ชัยนาท,ไฟสำรอง,2556, 1 ," 335,713 "
ภาคกลาง,ชัยนาท,ไฟสำรอง,2557, 1 ," 378,180 "
ภาคกลาง,ชัยนาท,ไฟสำรอง,2558, 1 ," 361,680 "
ภาคกลาง,ชัยนาท,ไฟสำรอง,2559, 1 ," 574,680 "
ภาคกลาง,ชัยนาท,ไฟสำรอง,2560, 1 ," 473,640 "
ภาคกลาง,ชัยนาท,ไฟสำรอง,2561, 1 ," 500,280 "
ภาคกลาง,ชัยนาท,ไฟสำรอง,2562, 1 ," 768,900 "
ภาคกลาง,ชัยนาท,ไฟสำรอง,2563, 1 ," 842,580 "
ภาคกลาง,ชัยนาท,ไฟสำรอง,2564, 1 ," 807,600 "
ภาคกลาง,ชัยนาท,ไฟสำรอง,2565, 1 ," 787,140 "
ภาคกลาง,ตราด,กิจการขนาดกลาง,2556, 463 ," 128,921,356 "
ภาคกลาง,ตราด,กิจการขนาดกลาง,2557, 477 ," 134,707,149 "
ภาคกลาง,ตราด,กิจการขนาดกลาง,2558, 481 ," 139,095,485 "
ภาคกลาง,ตราด,กิจการขนาดกลาง,2559, 501 ," 138,957,882 "
ภาคกลาง,ตราด,กิจการขนาดกลาง,2560, 498 ," 141,374,857 "
ภาคกลาง,ตราด,กิจการขนาดกลาง,2561, 513 ," 141,301,771 "
ภาคกลาง,ตราด,กิจการขนาดกลาง,2562, 519 ," 130,263,252 "
ภาคกลาง,ตราด,กิจการขนาดกลาง,2563, 534 ," 127,548,802 "
ภาคกลาง,ตราด,กิจการขนาดกลาง,2564, 532 ," 117,467,071 "
ภาคกลาง,ตราด,กิจการขนาดกลาง,2565, 534 ," 118,773,406 "
ภาคกลาง,ตราด,กิจการขนาดเล็ก,2556," 9,736 "," 71,825,102 "
ภาคกลาง,ตราด,กิจการขนาดเล็ก,2557," 9,801 "," 74,424,652 "
ภาคกลาง,ตราด,กิจการขนาดเล็ก,2558," 9,979 "," 79,070,035 "
ภาคกลาง,ตราด,กิจการขนาดเล็ก,2559," 10,314 "," 83,903,336 "
ภาคกลาง,ตราด,กิจการขนาดเล็ก,2560," 10,736 "," 85,400,608 "
ภาคกลาง,ตราด,กิจการขนาดเล็ก,2561," 10,901 "," 87,080,362 "
ภาคกลาง,ตราด,กิจการขนาดเล็ก,2562," 11,212 "," 94,262,755 "
ภาคกลาง,ตราด,กิจการขนาดเล็ก,2563," 12,005 "," 94,457,766 "
ภาคกลาง,ตราด,กิจการขนาดเล็ก,2564," 13,095 "," 89,133,880 "
ภาคกลาง,ตราด,กิจการขนาดเล็ก,2565," 14,233 "," 93,048,176 "
ภาคกลาง,ตราด,กิจการขนาดใหญ่,2556, 20 ," 61,906,451 "
ภาคกลาง,ตราด,กิจการขนาดใหญ่,2557, 21 ," 66,585,495 "
ภาคกลาง,ตราด,กิจการขนาดใหญ่,2558, 20 ," 63,709,662 "
ภาคกลาง,ตราด,กิจการขนาดใหญ่,2559, 20 ," 66,977,592 "
ภาคกลาง,ตราด,กิจการขนาดใหญ่,2560, 18 ," 70,386,084 "
ภาคกลาง,ตราด,กิจการขนาดใหญ่,2561, 19 ," 65,517,585 "
ภาคกลาง,ตราด,กิจการขนาดใหญ่,2562, 20 ," 59,492,842 "
ภาคกลาง,ตราด,กิจการขนาดใหญ่,2563, 20 ," 58,071,902 "
ภาคกลาง,ตราด,กิจการขนาดใหญ่,2564, 20 ," 60,123,847 "
ภาคกลาง,ตราด,กิจการขนาดใหญ่,2565, 21 ," 57,074,005 "
ภาคกลาง,ตราด,กิจการเฉพาะอย่าง,2556, 126 ," 72,836,111 "
ภาคกลาง,ตราด,กิจการเฉพาะอย่าง,2557, 136 ," 68,162,725 "
ภาคกลาง,ตราด,กิจการเฉพาะอย่าง,2558, 144 ," 69,513,166 "
ภาคกลาง,ตราด,กิจการเฉพาะอย่าง,2559, 160 ," 81,730,722 "
ภาคกลาง,ตราด,กิจการเฉพาะอย่าง,2560, 164 ," 86,300,222 "
ภาคกลาง,ตราด,กิจการเฉพาะอย่าง,2561, 169 ," 97,687,542 "
ภาคกลาง,ตราด,กิจการเฉพาะอย่าง,2562, 173 ," 105,629,737 "
ภาคกลาง,ตราด,กิจการเฉพาะอย่าง,2563, 173 ," 98,074,535 "
ภาคกลาง,ตราด,กิจการเฉพาะอย่าง,2564, 162 ," 82,699,383 "
ภาคกลาง,ตราด,กิจการเฉพาะอย่าง,2565, 166 ," 78,718,121 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2556," 30,905 "," 111,515,937 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2557," 32,462 "," 116,028,204 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2558," 34,398 "," 124,184,854 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2559," 36,084 "," 135,117,632 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2560," 37,769 "," 136,371,090 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2561," 38,805 "," 139,181,331 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2562," 40,743 "," 154,342,915 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2563," 42,966 "," 161,265,730 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2564," 45,706 "," 163,508,436 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2565," 45,266 "," 164,321,384 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2556," 35,764 "," 31,729,726 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2557," 36,213 "," 31,922,568 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2558," 36,064 "," 31,841,166 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2559," 35,956 "," 31,001,494 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2560," 35,881 "," 31,075,717 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2561," 36,220 "," 30,820,339 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2562," 35,634 "," 30,026,865 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2563," 34,819 "," 32,288,782 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2564," 33,207 "," 28,859,263 "
ภาคกลาง,ตราด,บ้านอยู่อาศัย,2565," 34,680 "," 27,651,552 "
ภาคกลาง,ตราด,สถานีอัดประจุไฟฟ้า,2556, - , - 
ภาคกลาง,ตราด,สถานีอัดประจุไฟฟ้า,2557, - , - 
ภาคกลาง,ตราด,สถานีอัดประจุไฟฟ้า,2558, - , - 
ภาคกลาง,ตราด,สถานีอัดประจุไฟฟ้า,2559, - , - 
ภาคกลาง,ตราด,สถานีอัดประจุไฟฟ้า,2560, - , - 
ภาคกลาง,ตราด,สถานีอัดประจุไฟฟ้า,2561, - , - 
ภาคกลาง,ตราด,สถานีอัดประจุไฟฟ้า,2562, - , - 
ภาคกลาง,ตราด,สถานีอัดประจุไฟฟ้า,2563, - , - 
ภาคกลาง,ตราด,สถานีอัดประจุไฟฟ้า,2564, - , - 
ภาคกลาง,ตราด,สถานีอัดประจุไฟฟ้า,2565, - , - 
ภาคกลาง,ตราด,สูบน้ำเพื่อการเกษตร,2556, 15 ," 536,287 "
ภาคกลาง,ตราด,สูบน้ำเพื่อการเกษตร,2557, 15 ," 661,661 "
ภาคกลาง,ตราด,สูบน้ำเพื่อการเกษตร,2558, 13 ," 605,529 "
ภาคกลาง,ตราด,สูบน้ำเพื่อการเกษตร,2559, 31 ," 786,116 "
ภาคกลาง,ตราด,สูบน้ำเพื่อการเกษตร,2560, 17 ," 364,695 "
ภาคกลาง,ตราด,สูบน้ำเพื่อการเกษตร,2561, 20 ," 175,095 "
ภาคกลาง,ตราด,สูบน้ำเพื่อการเกษตร,2562, 27 ," 784,648 "
ภาคกลาง,ตราด,สูบน้ำเพื่อการเกษตร,2563, 26 ," 1,634,396 "
ภาคกลาง,ตราด,สูบน้ำเพื่อการเกษตร,2564, 18 ," 916,224 "
ภาคกลาง,ตราด,สูบน้ำเพื่อการเกษตร,2565, 20 ," 469,007 "
ภาคกลาง,ตราด,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2556, 4 ," 4,987 "
ภาคกลาง,ตราด,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2557, - , 813 
ภาคกลาง,ตราด,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2558, - , - 
ภาคกลาง,ตราด,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2559, - , - 
ภาคกลาง,ตราด,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2560, - , - 
ภาคกลาง,ตราด,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2561, - , - 
ภาคกลาง,ตราด,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2562, - , - 
ภาคกลาง,ตราด,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2563, - , - 
ภาคกลาง,ตราด,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2564, - , - 
ภาคกลาง,ตราด,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2565, - , - 
ภาคกลาง,ตราด,ไฟชั่วคราว,2556, 832 ," 3,395,877 "
ภาคกลาง,ตราด,ไฟชั่วคราว,2557, 905 ," 3,639,409 "
ภาคกลาง,ตราด,ไฟชั่วคราว,2558, 982 ," 3,377,176 "
ภาคกลาง,ตราด,ไฟชั่วคราว,2559," 1,059 "," 3,604,433 "
ภาคกลาง,ตราด,ไฟชั่วคราว,2560," 1,251 "," 3,505,567 "
ภาคกลาง,ตราด,ไฟชั่วคราว,2561," 1,438 "," 4,441,729 "
ภาคกลาง,ตราด,ไฟชั่วคราว,2562," 1,608 "," 4,149,126 "
ภาคกลาง,ตราด,ไฟชั่วคราว,2563," 1,774 "," 4,363,023 "
ภาคกลาง,ตราด,ไฟชั่วคราว,2564," 1,976 "," 4,132,130 "
ภาคกลาง,ตราด,ไฟชั่วคราว,2565," 2,098 "," 3,373,618 "
ภาคกลาง,ตราด,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2556, - , - 
ภาคกลาง,ตราด,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2557, - , - 
ภาคกลาง,ตราด,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2558, - , - 
ภาคกลาง,ตราด,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2559, - , - 
ภาคกลาง,ตราด,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2560, - , - 
ภาคกลาง,ตราด,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2561, - , - 
ภาคกลาง,ตราด,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2562, - , - 
ภาคกลาง,ตราด,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2563, - , - 
ภาคกลาง,ตราด,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2564, - , - 
ภาคกลาง,ตราด,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2565, - , - 
ภาคกลาง,ตราด,ไฟสำรอง,2556, - , - 
ภาคกลาง,ตราด,ไฟสำรอง,2557, - , - 
ภาคกลาง,ตราด,ไฟสำรอง,2558, - , - 
ภาคกลาง,ตราด,ไฟสำรอง,2559, - , - 
ภาคกลาง,ตราด,ไฟสำรอง,2560, - , - 
ภาคกลาง,ตราด,ไฟสำรอง,2561, - , - 
ภาคกลาง,ตราด,ไฟสำรอง,2562, - , - 
ภาคกลาง,ตราด,ไฟสำรอง,2563, - , - 
ภาคกลาง,ตราด,ไฟสำรอง,2564, - , - 
ภาคกลาง,ตราด,ไฟสำรอง,2565, - , - 
ภาคกลาง,นครนายก,กิจการขนาดกลาง,2556, 356 ," 98,807,456 "
ภาคกลาง,นครนายก,กิจการขนาดกลาง,2557, 373 ," 105,594,389 "
ภาคกลาง,นครนายก,กิจการขนาดกลาง,2558, 387 ," 112,161,048 "
ภาคกลาง,นครนายก,กิจการขนาดกลาง,2559, 404 ," 119,277,474 "
ภาคกลาง,นครนายก,กิจการขนาดกลาง,2560, 412 ," 116,325,576 "
ภาคกลาง,นครนายก,กิจการขนาดกลาง,2561, 432 ," 120,379,786 "
ภาคกลาง,นครนายก,กิจการขนาดกลาง,2562, 448 ," 125,988,096 "
ภาคกลาง,นครนายก,กิจการขนาดกลาง,2563, 462 ," 128,150,380 "
ภาคกลาง,นครนายก,กิจการขนาดกลาง,2564, 464 ," 123,844,089 "
ภาคกลาง,นครนายก,กิจการขนาดกลาง,2565, 487 ," 128,277,806 "
ภาคกลาง,นครนายก,กิจการขนาดเล็ก,2556," 7,234 "," 52,151,632 "
ภาคกลาง,นครนายก,กิจการขนาดเล็ก,2557," 7,635 "," 55,244,894 "
ภาคกลาง,นครนายก,กิจการขนาดเล็ก,2558," 8,047 "," 59,525,746 "
ภาคกลาง,นครนายก,กิจการขนาดเล็ก,2559," 8,664 "," 64,626,076 "
ภาคกลาง,นครนายก,กิจการขนาดเล็ก,2560," 9,295 "," 67,596,829 "
ภาคกลาง,นครนายก,กิจการขนาดเล็ก,2561," 9,544 "," 68,013,244 "
ภาคกลาง,นครนายก,กิจการขนาดเล็ก,2562," 9,998 "," 73,125,401 "
ภาคกลาง,นครนายก,กิจการขนาดเล็ก,2563," 10,271 "," 75,859,613 "
ภาคกลาง,นครนายก,กิจการขนาดเล็ก,2564," 10,500 "," 76,535,397 "
ภาคกลาง,นครนายก,กิจการขนาดเล็ก,2565," 10,555 "," 78,382,130 "
ภาคกลาง,นครนายก,กิจการขนาดใหญ่,2556, 24 ," 133,534,672 "
ภาคกลาง,นครนายก,กิจการขนาดใหญ่,2557, 26 ," 145,487,065 "
ภาคกลาง,นครนายก,กิจการขนาดใหญ่,2558, 23 ," 155,599,460 "
ภาคกลาง,นครนายก,กิจการขนาดใหญ่,2559, 29 ," 164,555,442 "
ภาคกลาง,นครนายก,กิจการขนาดใหญ่,2560, 33 ," 176,841,998 "
ภาคกลาง,นครนายก,กิจการขนาดใหญ่,2561, 32 ," 175,612,316 "
ภาคกลาง,นครนายก,กิจการขนาดใหญ่,2562, 32 ," 176,732,422 "
ภาคกลาง,นครนายก,กิจการขนาดใหญ่,2563, 31 ," 167,422,078 "
ภาคกลาง,นครนายก,กิจการขนาดใหญ่,2564, 35 ," 170,901,556 "
ภาคกลาง,นครนายก,กิจการขนาดใหญ่,2565, 36 ," 178,511,978 "
ภาคกลาง,นครนายก,กิจการเฉพาะอย่าง,2556, 71 ," 15,758,881 "
ภาคกลาง,นครนายก,กิจการเฉพาะอย่าง,2557, 74 ," 16,435,527 "
ภาคกลาง,นครนายก,กิจการเฉพาะอย่าง,2558, 85 ," 17,067,300 "
ภาคกลาง,นครนายก,กิจการเฉพาะอย่าง,2559, 97 ," 17,612,511 "
ภาคกลาง,นครนายก,กิจการเฉพาะอย่าง,2560, 101 ," 18,789,566 "
ภาคกลาง,นครนายก,กิจการเฉพาะอย่าง,2561, 115 ," 20,327,743 "
ภาคกลาง,นครนายก,กิจการเฉพาะอย่าง,2562, 130 ," 22,761,222 "
ภาคกลาง,นครนายก,กิจการเฉพาะอย่าง,2563, 133 ," 18,520,529 "
ภาคกลาง,นครนายก,กิจการเฉพาะอย่าง,2564, 127 ," 15,258,681 "
ภาคกลาง,นครนายก,กิจการเฉพาะอย่าง,2565, 131 ," 20,415,732 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2556," 35,148 "," 106,936,085 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2557," 37,129 "," 112,656,113 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2558," 39,409 "," 122,720,712 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2559," 42,187 "," 136,023,602 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2560," 44,076 "," 141,239,962 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2561," 45,110 "," 145,707,580 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2562," 47,853 "," 164,466,318 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2563," 51,622 "," 177,570,036 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2564," 55,472 "," 192,820,963 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2565," 56,372 "," 194,996,520 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2556," 36,309 "," 33,246,918 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2557," 36,185 "," 34,021,072 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2558," 35,308 "," 32,988,498 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2559," 34,310 "," 31,720,981 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2560," 34,078 "," 31,022,864 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2561," 34,407 "," 30,648,337 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2562," 33,419 "," 29,600,678 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2563," 32,070 "," 32,616,759 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2564," 30,463 "," 28,078,783 "
ภาคกลาง,นครนายก,บ้านอยู่อาศัย,2565," 31,823 "," 26,629,491 "
ภาคกลาง,นครนายก,สถานีอัดประจุไฟฟ้า,2556, - , - 
ภาคกลาง,นครนายก,สถานีอัดประจุไฟฟ้า,2557, - , - 
ภาคกลาง,นครนายก,สถานีอัดประจุไฟฟ้า,2558, - , - 
ภาคกลาง,นครนายก,สถานีอัดประจุไฟฟ้า,2559, - , - 
ภาคกลาง,นครนายก,สถานีอัดประจุไฟฟ้า,2560, - , - 
ภาคกลาง,นครนายก,สถานีอัดประจุไฟฟ้า,2561, - , - 
ภาคกลาง,นครนายก,สถานีอัดประจุไฟฟ้า,2562, - , - 
ภาคกลาง,นครนายก,สถานีอัดประจุไฟฟ้า,2563, - , - 
ภาคกลาง,นครนายก,สถานีอัดประจุไฟฟ้า,2564, - , - 
ภาคกลาง,นครนายก,สถานีอัดประจุไฟฟ้า,2565, 1 , - 
ภาคกลาง,นครนายก,สูบน้ำเพื่อการเกษตร,2556, 8 ," 53,521 "
ภาคกลาง,นครนายก,สูบน้ำเพื่อการเกษตร,2557, 7 ," 52,663 "
ภาคกลาง,นครนายก,สูบน้ำเพื่อการเกษตร,2558, 2 ," 97,793 "
ภาคกลาง,นครนายก,สูบน้ำเพื่อการเกษตร,2559, 3 ," 92,217 "
ภาคกลาง,นครนายก,สูบน้ำเพื่อการเกษตร,2560, 4 ," 80,978 "
ภาคกลาง,นครนายก,สูบน้ำเพื่อการเกษตร,2561, 8 ," 78,724 "
ภาคกลาง,นครนายก,สูบน้ำเพื่อการเกษตร,2562, 8 ," 187,165 "
ภาคกลาง,นครนายก,สูบน้ำเพื่อการเกษตร,2563, 9 ," 214,421 "
ภาคกลาง,นครนายก,สูบน้ำเพื่อการเกษตร,2564, 5 ," 130,131 "
ภาคกลาง,นครนายก,สูบน้ำเพื่อการเกษตร,2565, 5 ," 91,199 "
ภาคกลาง,นครนายก,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2556, 10 ," 17,707 "
ภาคกลาง,นครนายก,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2557, 10 ," 44,823 "
ภาคกลาง,นครนายก,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2558, 9 ," 56,502 "
ภาคกลาง,นครนายก,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2559, 9 ," 61,482 "
ภาคกลาง,นครนายก,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2560, 9 ," 68,605 "
ภาคกลาง,นครนายก,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2561, 6 ," 77,409 "
ภาคกลาง,นครนายก,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2562, 8 ," 84,404 "
ภาคกลาง,นครนายก,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2563, 7 ," 104,362 "
ภาคกลาง,นครนายก,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2564, 7 ," 102,352 "
ภาคกลาง,นครนายก,ส่วนราชการและองค์กรที่ไม่แสวงหากำไร,2565, 7 ," 108,902 "
ภาคกลาง,นครนายก,ไฟชั่วคราว,2556, 860 ," 1,958,082 "
ภาคกลาง,นครนายก,ไฟชั่วคราว,2557, 978 ," 2,079,628 "
ภาคกลาง,นครนายก,ไฟชั่วคราว,2558," 1,146 "," 2,638,893 "
ภาคกลาง,นครนายก,ไฟชั่วคราว,2559," 1,363 "," 2,807,536 "
ภาคกลาง,นครนายก,ไฟชั่วคราว,2560," 1,531 "," 3,198,433 "
ภาคกลาง,นครนายก,ไฟชั่วคราว,2561," 1,684 "," 3,725,260 "
ภาคกลาง,นครนายก,ไฟชั่วคราว,2562," 1,965 "," 3,520,409 "
ภาคกลาง,นครนายก,ไฟชั่วคราว,2563," 2,249 "," 3,872,874 "
ภาคกลาง,นครนายก,ไฟชั่วคราว,2564," 2,753 "," 4,797,538 "
ภาคกลาง,นครนายก,ไฟชั่วคราว,2565," 3,027 "," 5,414,062 "
ภาคกลาง,นครนายก,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2556, - , - 
ภาคกลาง,นครนายก,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2557, - , - 
ภาคกลาง,นครนายก,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2558, - , - 
ภาคกลาง,นครนายก,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2559, - , - 
ภาคกลาง,นครนายก,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2560, - , - 
ภาคกลาง,นครนายก,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2561, - , - 
ภาคกลาง,นครนายก,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2562, - , - 
ภาคกลาง,นครนายก,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2563, - , - 
ภาคกลาง,นครนายก,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2564, - , - 
ภาคกลาง,นครนายก,ไฟที่สามารถงดจ่ายไฟฟ้าได้,2565, - , - 
ภาคกลาง,นครนายก,ไฟสำรอง,2556, - , - 
ภาคกลาง,นครนายก,ไฟสำรอง,2557, - , - 
ภาคกลาง,นครนายก,ไฟสำรอง,2558, - , - 
ภาคกลาง,นครนายก,ไฟสำรอง,2559, - , - 
ภาคกลาง,นครนายก,ไฟสำรอง,2560, - , - 
ภาคกลาง,นครนายก,ไฟสำรอง,2561, - , - 
ภาคกลาง,นครนายก,ไฟสำรอง,2562, - , - 
ภาคกลาง,นครนายก,ไฟสำรอง,2563, - , - 
ภาคกลาง,นครนายก,ไฟสำรอง,2564, - , - 
ภาคกลาง,นครนายก,ไฟสำรอง,2565, - , - 
ภาคกลาง,นครปฐม,กิจการขนาดกลาง,2556," 2,534 "," 885,323,425 "
ภาคกลาง,นครปฐม,กิจการขนาดกลาง,2557," 2,679 "," 913,983,879 "
ภาคกลาง,นครปฐม,กิจการขนาดกลาง,2558," 2,792 "," 942,232,489 "
ภาคกลาง,นครปฐม,กิจการขนาดกลาง,2559," 2,949 "," 986,641,061 "
ภาคกลาง,นครปฐม,กิจการขนาดกลาง,2560," 3,018 "," 991,929,540 "
ภาคกลาง,นครปฐม,กิจการขนาดกลาง,2561," 3,096 "," 1,006,570,426 "
ภาคกลาง,นครปฐม,กิจการขนาดกลาง,2562," 3,223 "," 1,021,142,431 "
ภาคกลาง,นครปฐม,กิจการขนาดกลาง,2563," 3,271 "," 978,936,018 "
ภาคกลาง,นครปฐม,กิจการขนาดกลาง,2564," 3,297 "," 940,741,705 "
ภาคกลาง,นครปฐม,กิจการขนาดกลาง,2565," 3,435 "," 995,029,689 "
ภาคกลาง,นครปฐม,กิจการขนาดเล็ก,2556," 31,781 "," 338,424,355 "
